Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
46.81	2.988
46.81	2.987
46.81	2.987
46.81	2.988
46.81	2.988
46.81	2.987
46.81	2.987
46.81	2.988
46.81	2.988
46.81	2.988
46.81	2.988
46.81	2.988
46.81	2.988
46.81	2.988
46.81	2.988
46.81	2.988
46.81	2.987
46.8	2.987
46.81	2.987
46.8	2.985
46.8	2.985
46.8	2.985
46.8	2.985
46.8	2.987
46.8	2.987
46.8	2.987
46.8	2.987
46.8	2.987
46.8	2.987
46.8	2.988
46.8	2.988
46.8	2.988
46.8	2.988
46.8	2.988
46.8	2.988
46.8	2.988
46.8	2.988
46.8	2.988
46.79	2.988
46.79	2.989
46.79	2.988
46.79	2.987
46.8	2.988
46.8	2.987
46.79	2.987
46.79	2.985
46.79	2.985
46.79	2.985
46.79	2.985
46.79	2.985
46.79	2.985
46.79	2.987
46.79	2.985
46.79	2.985
46.79	2.987
46.79	2.987
46.79	2.985
46.79	2.985
46.79	2.985
46.79	2.985
46.79	2.985
46.79	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.985
46.78	2.987
46.78	2.985
46.78	2.985
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.988
46.78	2.988
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.988
46.78	2.988
46.78	2.988
46.78	2.988
46.78	2.988
46.78	2.988
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.988
46.78	2.987
46.78	2.987
46.78	2.988
46.78	2.988
46.78	2.988
46.78	2.988
46.78	2.988
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.78	2.987
46.77	2.987
46.78	2.987
46.78	2.988
46.78	2.987
46.77	2.988
46.78	2.988
46.77	2.988
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.78	2.987
