Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
49.29	3.581
49.29	3.582
49.29	3.582
49.28	3.581
49.29	3.581
49.29	3.581
49.29	3.581
49.29	3.581
49.29	3.581
49.28	3.581
49.28	3.581
49.28	3.582
49.28	3.581
49.28	3.582
49.28	3.582
49.28	3.582
49.28	3.581
49.27	3.582
49.27	3.582
49.27	3.582
49.27	3.582
49.27	3.582
49.27	3.584
49.27	3.582
49.27	3.582
49.27	3.582
49.27	3.582
49.27	3.582
49.27	3.581
49.27	3.58
49.27	3.58
49.27	3.58
49.27	3.58
49.27	3.58
49.27	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.581
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.26	3.58
49.25	3.581
49.25	3.581
49.25	3.581
49.25	3.581
49.25	3.58
49.25	3.58
49.25	3.58
49.25	3.58
49.24	3.58
49.24	3.58
49.24	3.58
49.24	3.579
49.25	3.58
49.25	3.581
49.24	3.581
49.24	3.581
49.24	3.581
49.24	3.582
49.24	3.581
49.24	3.581
49.24	3.582
49.24	3.581
49.24	3.581
49.23	3.582
49.23	3.581
49.23	3.58
49.23	3.58
49.23	3.58
49.23	3.58
49.23	3.58
49.23	3.58
49.23	3.581
49.23	3.581
49.23	3.582
49.23	3.582
49.23	3.581
49.22	3.58
49.22	3.581
49.22	3.581
49.22	3.58
49.22	3.58
49.22	3.581
49.22	3.58
49.22	3.58
49.21	3.58
49.22	3.58
49.22	3.579
49.22	3.58
49.22	3.58
49.21	3.58
49.21	3.58
49.22	3.58
49.21	3.58
49.21	3.581
49.21	3.58
49.21	3.58
49.21	3.581
49.21	3.581
49.21	3.58
49.21	3.58
49.21	3.58
49.21	3.58
49.21	3.581
49.21	3.58
49.21	3.58
49.2	3.581
49.2	3.58
49.2	3.58
49.2	3.581
49.2	3.581
49.2	3.581
49.2	3.58
49.2	3.58
49.2	3.58
49.2	3.58
49.2	3.58
49.2	3.58
49.2	3.58
49.2	3.58
49.2	3.58
49.19	3.58
49.19	3.58
49.19	3.58
49.19	3.581
49.19	3.58
49.19	3.58
49.19	3.581
49.19	3.58
49.19	3.58
49.19	3.58
49.19	3.58
49.19	3.58
49.19	3.581
49.19	3.58
49.18	3.581
49.19	3.581
49.18	3.581
49.18	3.581
49.18	3.581
49.18	3.581
49.18	3.58
49.19	3.58
49.18	3.58
49.18	3.58
49.18	3.58
49.18	3.581
49.18	3.581
49.18	3.581
49.18	3.582
49.18	3.581
49.18	3.582
49.18	3.582
49.17	3.581
49.17	3.581
49.17	3.581
49.17	3.58
49.17	3.58
49.17	3.58
49.17	3.58
49.17	3.579
49.17	3.579
49.17	3.579
49.17	3.579
49.17	3.579
49.17	3.579
49.17	3.579
49.16	3.58
49.16	3.579
49.16	3.579
49.16	3.58
49.16	3.58
49.16	3.58
49.16	3.58
49.16	3.58
49.16	3.581
49.15	3.58
49.16	3.58
49.15	3.58
49.15	3.58
49.15	3.58
49.15	3.58
49.15	3.579
49.15	3.579
49.15	3.579
49.15	3.579
49.15	3.579
49.15	3.579
49.15	3.578
49.15	3.579
49.15	3.579
49.14	3.58
49.15	3.58
49.15	3.58
49.15	3.58
49.15	3.58
49.15	3.58
49.15	3.58
49.15	3.58
49.14	3.579
49.14	3.579
49.14	3.579
49.14	3.579
49.14	3.579
49.14	3.579
49.14	3.579
49.14	3.579
